index,time,accX,accY,accZ,gyroX,gyroY,gyroZ
1773,25.941,-0.046,0.026,1.073,4.211,2.502,3.05
1774,25.952,-0.041,0.02,1.07,4.272,2.93,3.29
1775,25.963,-0.047,0.022,1.096,4.578,2.38,3.6
1776,25.974,-0.055,0.021,1.055,4.028,2.502,3.23
1777,25.985,-0.047,0.024,1.067,4.089,2.625,3.6
1778,25.996,-0.039,0.012,1.052,4.15,2.625,2.93
1779,26.007,-0.053,0.026,1.069,4.456,2.502,3.17
1780,26.018,-0.044,0.019,1.079,4.761,2.625,3.78
1781,26.029,-0.043,0.016,1.095,4.15,2.319,3.23
1782,26.04,-0.051,0.023,1.085,3.906,2.502,3.41
1783,26.051,-0.041,0.015,1.069,4.028,2.075,3.35
1784,26.062,-0.032,0.025,1.075,4.028,2.197,3.35
1785,26.073,-0.044,0.01,1.061,4.7,2.991,3.23
1786,26.084,-0.05,0.024,1.061,4.089,2.686,3.66
1787,26.095,-0.042,0.019,1.094,3.723,2.319,3.41
1788,26.106,-0.048,0.024,1.069,4.089,2.38,3.23
1789,26.117,-0.054,0.008,1.095,4.639,2.563,3.35
1790,26.128,-0.037,0.03,1.067,3.906,2.625,3.6
1791,26.139,-0.036,0.013,1.086,4.395,2.502,3.41
1792,26.15,-0.044,0.019,1.079,4.15,3.052,3.41
1793,26.161,-0.034,0.026,1.092,4.089,3.052,3.35
1794,26.172,-0.05,0.011,1.097,3.967,2.38,3.35
1795,26.183,-0.031,0.021,1.08,4.395,2.991,3.54
1796,26.194,-0.046,0.019,1.068,3.967,2.38,3.05
1797,26.205,-0.038,0.006,1.082,4.333,2.991,3.29
1798,26.216,-0.055,0.022,1.092,3.723,2.686,3.47
1799,26.227,-0.043,0.03,1.075,4.517,2.258,3.29
1800,26.238,-0.038,0.026,1.089,4.333,2.197,3.23
1801,26.249,-0.034,0.027,1.09,4.578,2.808,3.35
1802,26.26,-0.029,0.024,1.063,4.028,2.747,3.29
1803,26.271,-0.05,0.013,1.077,3.967,2.869,3.29
1804,26.282,-0.047,0.022,1.068,4.211,2.014,3.6
1805,26.293,-0.052,0.009,1.093,4.456,2.625,3.47
1806,26.304,-0.046,0.017,1.073,4.578,2.93,3.29
1807,26.315,-0.051,0.013,1.068,4.272,2.686,3.17
1808,26.326,-0.032,0.023,1.073,4.639,2.747,3.47
1809,26.337,-0.052,0.018,1.096,4.15,2.686,3.54
1810,26.348,-0.065,0.013,1.087,4.089,2.808,3.41
1811,26.359,-0.034,0.013,1.084,4.333,2.502,3.41
1812,26.37,-0.052,0.022,1.086,4.272,2.808,3.17
1813,26.381,-0.038,0.027,1.064,4.089,2.625,3.6
1814,26.392,-0.036,0.016,1.077,3.967,2.686,3.17
1815,26.403,-0.042,0.028,1.079,3.845,2.93,3.23
1816,26.414,-0.043,0.027,1.07,4.15,2.319,3.29
1817,26.425,-0.043,0.016,1.064,4.456,2.502,3.72
1818,26.436,-0.028,0.017,1.083,4.333,2.258,3.47
1819,26.447,-0.047,0.024,1.081,4.7,2.93,3.41
1820,26.458,-0.04,0.007,1.074,3.784,2.197,3.54
1821,26.469,-0.031,0.023,1.082,4.211,2.319,3.41
1822,26.48,-0.051,0.028,1.075,4.15,2.38,2.99
1823,26.491,-0.052,0.03,1.081,3.845,2.686,3.11
1824,26.502,-0.056,0.025,1.066,4.517,2.441,2.99
1825,26.513,-0.039,0.031,1.058,4.211,3.235,3.9
1826,26.524,-0.045,0.014,1.096,4.272,2.869,3.35
1827,26.535,-0.052,0.026,1.065,4.272,2.258,3.17
1828,26.546,-0.052,0.021,1.067,4.395,2.686,3.54
1829,26.557,-0.048,0.011,1.073,4.272,2.319,3.29
1830,26.568,-0.034,0.021,1.073,4.395,2.625,3.17
1831,26.579,-0.04,0.024,1.082,4.211,2.563,2.93
1832,26.59,-0.042,0.012,1.091,4.15,2.563,3.11
1833,26.601,-0.043,0.017,1.085,4.639,2.38,3.41
1834,26.612,-0.052,0.02,1.048,3.906,2.319,3.6
1835,26.623,-0.047,0.014,1.075,3.784,2.563,3.35
1836,26.634,-0.046,0.025,1.071,4.456,2.625,3.6
1837,26.645,-0.034,0.017,1.058,4.089,2.319,3.17
1838,26.656,-0.043,0.012,1.078,3.784,2.686,2.99
1839,26.667,-0.055,0.024,1.072,3.967,3.052,3.23
1840,26.678,-0.036,0.018,1.089,3.662,2.625,3.35
1841,26.689,-0.03,0.018,1.083,4.272,2.38,3.96
1842,26.7,-0.043,0.039,1.074,4.028,2.502,3.35
1843,26.711,-0.047,0.016,1.066,4.456,2.686,3.35
1844,26.722,-0.038,0.014,1.08,4.089,2.441,2.93
1845,26.733,-0.052,0.014,1.082,3.662,1.77,3.35
1846,26.744,-0.043,0.028,1.055,4.395,2.563,3.17
1847,26.755,-0.039,0.026,1.079,4.272,2.808,3.35
1848,26.766,-0.036,0.019,1.082,4.883,2.747,3.54
1849,26.777,-0.051,0.024,1.103,4.7,2.136,2.86
1850,26.788,-0.042,0.02,1.092,4.517,2.686,3.41
1851,26.799,-0.046,0.031,1.068,3.784,2.747,3.41
1852,26.81,-0.056,0.011,1.079,4.578,2.502,3.29
1853,26.821,-0.046,0.029,1.077,4.333,2.197,3.29
1854,26.832,-0.042,0.022,1.062,4.089,2.686,3.54
1855,26.843,-0.048,0.023,1.071,4.578,2.93,3.17
1856,26.854,-0.044,0.018,1.075,4.456,2.869,3.66
1857,26.865,-0.059,0.021,1.078,4.883,2.93,3.47
1858,26.876,-0.054,0.015,1.081,4.517,2.686,3.6
1859,26.887,-0.032,0.024,1.076,3.906,2.747,3.47
1860,26.898,-0.052,0.015,1.079,4.089,2.136,3.29
1861,26.909,-0.031,0.012,1.08,4.333,2.502,3.29
1862,26.92,-0.04,0.022,1.085,4.211,2.258,3.29
1863,26.931,-0.048,0.019,1.073,4.211,2.441,3.66
1864,26.942,-0.049,0.021,1.083,4.395,2.686,3.41
1865,26.953,-0.046,0.02,1.079,4.272,2.625,3.66
1866,26.964,-0.062,0.017,1.074,4.089,2.136,3.6
1867,26.975,-0.03,0.028,1.073,4.456,2.93,3.41
1868,26.986,-0.037,0.01,1.063,4.211,2.38,3.05
1869,26.997,-0.045,0.01,1.073,3.845,2.869,2.99
1870,27.008,-0.052,0.013,1.087,4.333,2.441,3.29
1871,27.019,-0.049,0.017,1.073,4.15,2.808,3.35
1872,27.03,-0.059,0.018,1.064,4.028,2.747,3.72
1873,27.041,-0.05,0.033,1.058,3.845,2.136,3.35
1874,27.052,-0.061,0.004,1.076,3.845,2.441,3.23
1875,27.063,-0.051,0.017,1.068,4.15,2.258,3.29
1876,27.074,-0.038,0.004,1.085,3.967,2.441,3.11
1877,27.085,-0.038,0.009,1.083,3.845,2.502,3.41
1878,27.096,-0.047,0.01,1.074,4.456,2.441,3.54
1879,27.107,-0.039,0.036,1.07,4.211,2.563,2.86
1880,27.118,-0.046,0.021,1.065,4.089,2.563,3.47
1881,27.129,-0.043,0.025,1.07,4.272,2.197,2.86
1882,27.14,-0.039,0.02,1.089,3.784,2.258,3.35
1883,27.151,-0.044,0.016,1.077,4.517,2.625,3.78
1884,27.162,-0.045,0.021,1.086,4.578,2.808,3.41
1885,27.173,-0.041,0.023,1.074,4.333,2.93,3.6
1886,27.184,-0.047,0.013,1.073,4.028,2.686,3.66
1887,27.195,-0.037,0.026,1.07,4.089,2.014,3.41
1888,27.206,-0.044,0.02,1.09,4.639,2.563,3.47
1889,27.217,-0.053,0.017,1.077,3.723,2.441,3.17
1890,27.228,-0.044,0.014,1.071,4.15,2.808,3.17
1891,27.239,-0.047,0.033,1.083,4.944,2.563,3.84
1892,27.25,-0.064,0.015,1.066,4.028,2.319,2.99
1893,27.261,-0.037,0.02,1.076,3.845,2.441,3.05
1894,27.272,-0.064,0.008,1.073,4.15,2.197,3.35
1895,27.283,-0.039,0.031,1.078,3.967,2.441,2.74
1896,27.294,-0.047,0.006,1.078,4.211,2.808,3.29
1897,27.305,-0.048,0.022,1.079,3.906,2.502,3.41
1898,27.316,-0.042,0.02,1.085,3.845,2.747,3.41
1899,27.327,-0.044,0.021,1.062,4.272,2.808,3.41
1900,27.338,-0.03,0.029,1.075,4.333,2.441,2.99
1901,27.349,-0.044,0.01,1.065,4.15,2.869,3.47
1902,27.36,-0.037,0.017,1.061,4.15,2.197,3.11
1903,27.371,-0.052,0.008,1.065,4.395,2.38,3.05
1904,27.382,-0.049,0.02,1.066,4.028,2.441,3.35
1905,27.393,-0.039,0.016,1.065,4.761,2.991,3.35
1906,27.404,-0.043,0.029,1.086,4.089,2.441,3.84
1907,27.415,-0.052,0.009,1.097,3.967,2.075,3.6
1908,27.426,-0.027,0.025,1.08,4.272,2.319,3.41
1909,27.437,-0.051,0.03,1.069,3.967,2.625,2.93
1910,27.448,-0.037,0.019,1.065,3.906,2.686,3.23
1911,27.459,-0.038,0.012,1.083,4.211,2.563,3.11
1912,27.47,-0.039,0.017,1.07,3.967,2.38,3.41
1913,27.481,-0.037,0.011,1.082,3.906,2.441,3.54
1914,27.492,-0.048,0.027,1.074,3.906,2.93,3.47
1915,27.503,-0.043,0.02,1.068,4.395,2.563,3.78
1916,27.514,-0.049,0.011,1.081,3.784,2.563,3.9
1917,27.525,-0.041,0.022,1.065,3.845,2.319,3.23
1918,27.536,-0.044,0.018,1.075,4.211,2.747,3.41
1919,27.547,-0.044,0.025,1.105,4.395,2.93,3.29
1920,27.558,-0.033,0.035,1.08,4.272,2.747,2.99
1921,27.569,-0.027,0.036,1.058,3.845,2.869,2.86
1922,27.58,-0.037,0.039,1.061,4.028,3.113,3.05
1923,27.591,-0.047,0.012,1.072,4.028,2.075,3.29
1924,27.602,-0.041,0.01,1.079,4.333,2.563,3.96
1925,27.613,-0.044,0.021,1.095,4.395,2.625,3.41
1926,27.624,-0.042,0.016,1.083,4.333,2.563,3.29
1927,27.635,-0.053,0.026,1.087,3.723,2.686,3.41
1928,27.646,-0.034,0.01,1.079,4.089,2.625,3.41
1929,27.657,-0.05,0.026,1.066,4.089,2.625,3.17
1930,27.668,-0.053,0.01,1.075,3.906,2.625,3.41
1931,27.679,-0.046,0.031,1.074,4.578,3.052,3.54
1932,27.69,-0.042,0.024,1.062,4.395,2.38,3.23
1933,27.701,-0.048,0.018,1.074,4.211,1.892,3.54
1934,27.712,-0.043,0.019,1.071,4.395,2.563,3.47
1935,27.723,-0.048,0.023,1.073,4.272,2.93,3.41
1936,27.734,-0.047,0.024,1.07,4.333,2.686,3.29
1937,27.745,-0.041,0.02,1.084,3.967,2.136,3.29
1938,27.756,-0.049,0.019,1.079,4.272,2.93,3.35
1939,27.767,-0.027,0.034,1.073,3.723,2.808,3.23
1940,27.778,-0.031,0.022,1.073,3.906,2.747,3.23
1941,27.789,-0.048,0.023,1.065,4.089,2.563,2.86
1942,27.8,-0.055,0.004,1.075,3.967,3.052,3.78
1943,27.811,-0.031,0.027,1.081,4.395,2.686,3.78
1944,27.822,-0.039,0.024,1.085,3.906,2.991,3.6
1945,27.833,-0.042,0.016,1.088,4.211,2.502,3.29
1946,27.844,-0.041,0.012,1.084,4.761,2.869,3.23
1947,27.855,-0.038,0.019,1.079,4.089,2.441,3.47
1948,27.866,-0.042,0.019,1.097,4.028,2.441,3.05
1949,27.877,-0.039,0.019,1.073,4.578,2.625,3.23
1950,27.888,-0.048,0.026,1.082,4.578,2.808,3.35
1951,27.899,-0.032,0.02,1.086,4.395,2.502,3.29
1952,27.91,-0.039,0.01,1.056,3.784,2.441,2.93
1953,27.921,-0.032,0.022,1.066,4.395,2.686,3.47
1954,27.932,-0.05,0.024,1.071,4.089,2.563,3.6
1955,27.943,-0.039,0.035,1.08,3.906,2.502,3.35
1956,27.954,-0.045,0.022,1.087,4.639,3.052,3.6
1957,27.965,-0.042,0.006,1.079,3.784,2.625,2.99
1958,27.976,-0.047,0.016,1.069,4.089,2.441,3.23
1959,27.987,-0.033,0.014,1.077,4.15,2.563,2.68
1960,27.998,-0.033,0.023,1.078,4.333,2.93,3.66
1961,28.009,-0.044,0.02,1.074,4.272,2.502,3.6
1962,28.02,-0.055,0.012,1.092,4.822,2.38,3.47
1963,28.031,-0.045,0.016,1.084,4.211,2.441,3.17
1964,28.042,-0.04,0.024,1.087,4.333,2.686,3.84
1965,28.053,-0.045,0.013,1.095,4.517,2.625,3.54
1966,28.064,-0.039,0.029,1.078,4.272,2.502,3.54
1967,28.075,-0.051,0.023,1.071,4.211,2.808,3.29
1968,28.086,-0.051,0.031,1.072,3.906,2.563,3.9
1969,28.097,-0.038,0.013,1.083,4.211,2.014,3.6
1970,28.108,-0.049,0.021,1.064,4.211,2.747,3.47
1971,28.119,-0.042,0.016,1.071,4.272,2.686,2.93
1972,28.13,-0.042,0.024,1.055,3.845,2.38,3.54
1973,28.141,-0.047,0.02,1.083,4.333,2.869,3.29
1974,28.152,-0.062,0.01,1.09,3.845,3.113,3.05
1975,28.163,-0.036,0.018,1.08,4.089,2.197,3.17
1976,28.174,-0.042,0.027,1.069,4.089,2.686,3.66
1977,28.185,-0.032,0.015,1.086,4.089,2.686,3.41
1978,28.196,-0.041,0.024,1.089,3.845,2.441,3.41
1979,28.207,-0.045,0.031,1.071,4.272,2.686,3.41
1980,28.218,-0.042,0.042,1.069,3.784,2.441,2.86
1981,28.229,-0.051,0.014,1.068,4.089,2.747,3.29
1982,28.24,-0.041,0.024,1.07,3.967,2.93,3.17
1983,28.251,-0.051,0.016,1.071,4.456,2.319,3.41
1984,28.262,-0.048,0.045,1.06,4.028,2.686,3.78
1985,28.273,-0.04,0.009,1.089,4.272,2.563,3.72
1986,28.284,-0.041,0.026,1.097,4.7,2.38,3.23
1987,28.295,-0.043,0.014,1.066,4.028,2.563,3.35
1988,28.306,-0.045,0.017,1.067,3.967,2.93,3.54
1989,28.317,-0.039,0.009,1.083,3.845,2.38,3.17
1990,28.328,-0.032,0.019,1.07,4.089,2.197,3.78
1991,28.339,-0.034,0.024,1.07,3.906,2.808,3.35
1992,28.35,-0.041,0.024,1.078,3.845,2.136,3.47
1993,28.361,-0.054,0.016,1.095,4.089,2.38,3.23
1994,28.372,-0.035,0.02,1.081,4.089,2.502,3.47
1995,28.383,-0.047,0.017,1.101,4.7,2.38,3.66
1996,28.394,-0.062,0.021,1.088,3.723,2.625,3.23
1997,28.405,-0.037,0.024,1.081,3.479,2.625,2.86
1998,28.416,-0.052,0.022,1.081,3.845,2.258,2.99
1999,28.427,-0.04,0.031,1.065,3.967,2.441,3.29
